"taxonID","isMarine","isFreshwater","isTerrestrial"
"rinse-checklist:taxon:07569fffdcd588bcc6f5ffd547345165","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:07594fe6b0a40ce5b33a7db1906e9bd9","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:075cf4b4a01878cc899dbed1dff622b3","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:076046100cb814c4a55d50793ea49102","TRUE","FALSE","FALSE"
"rinse-checklist:taxon:0763ef83cfc72148dcb17630e2f30d3a","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0766705440f4db62d4ad7956129b4a83","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:076b18c3b86989f29162de10ea9a70ec","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0773fb13cb19c3d20ceafc97181ca1f0","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:077774c314ecacd60a8a4a29413528b3","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:07a6ae262c319ab12fd9d70d83a23097","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:07b855fb89cd902a0fadb72cf2aec5a3","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:07e698c916f10ea0a22fc10924f9d351","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:07ed1b57d49463150f015ed3a54f6d06","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:07f919a9f5dfca571313a655318cf361","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:07fa4e88e3cd5f9490a080c6d1e25c89","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:07fe7b316fc10631f40065a37bab2660","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:08027f02ff25fceb2b65ef9a6bd09cea","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:080f95d3c80d8db8be9b2c21ba90500a","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0820114ea3b5173ec0638cbd304debcd","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0825c1ea6654f6e26c89f3ecb58ba98a","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:08319378005ee9b5276404edaa8505fd","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:083e1c2d494e30637d29662f3fbd832f","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0843fc401f886bd1f2d3e6c188a53f12","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0847af2d4a3ca349887ba0f379de1db8","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:084cf33073f2a04c572577f9dba1da44","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:084fede8426ea07ea0eeaaec7eb8cd9f","FALSE","FALSE","TRUE"
